gene_id	gene_name	tenx	parse
ENSG00000003987.15	MTMR7	154.0	38.0
ENSG00000003989.19	SLC7A2	1.0	1.0
ENSG00000004059.12	ARF5	77.0	143.0
ENSG00000004139.15	SARM1	113.0	514.0
ENSG00000004142.13	POLDIP2	713.0	304.0
ENSG00000004399.14	PLXND1	337.0	910.0
ENSG00000004455.19	AK2	60.0	977.0
ENSG00000004468.14	CD38	83.0	1472.0
ENSG00000004478.9	FKBP4	75.0	395.0
ENSG00000004487.19	KDM1A	272.0	1549.0
ENSG00000004534.16	RBM6	5735.0	8562.0
ENSG00000004660.16	CAMKK1	117.0	272.0
ENSG00000004700.17	RECQL	1168.0	1702.0
ENSG00000004766.18	VPS50	1231.0	2770.0
ENSG00000004776.14	HSPB6	1.0	0.0
ENSG00000004777.19	ARHGAP33	13.0	114.0
ENSG00000004779.11	NDUFAB1	2420.0	401.0
ENSG00000004799.9	PDK4	3.0	48.0
ENSG00000004809.15	SLC22A16	6.0	13.0
ENSG00000004838.15	ZMYND10	0.0	24.0
ENSG00000004846.17	ABCB5	5.0	9.0
ENSG00000004848.8	ARX	1.0	0.0
ENSG00000004864.15	SLC25A13	1909.0	3573.0
ENSG00000004866.23	ST7	171.0	583.0
ENSG00000004897.13	CDC27	2087.0	2271.0
ENSG00000004948.17	CALCR	2.0	2.0
ENSG00000004961.16	HCCS	86.0	169.0
ENSG00000004975.13	DVL2	353.0	457.0
ENSG00000005001.11	PRSS22	6.0	5.0
ENSG00000005007.15	UPF1	1305.0	2252.0
ENSG00000005020.14	SKAP2	2003.0	2496.0
ENSG00000005022.7	SLC25A5	5370.0	959.0
ENSG00000005059.17	MCUB	7356.0	9838.0
ENSG00000005073.6	HOXA11	1.0	0.0
ENSG00000005075.17	POLR2J	2349.0	120.0
ENSG00000005100.13	DHX33	89.0	162.0
ENSG00000005102.15	MEOX1	23.0	20.0
ENSG00000005108.17	THSD7A	3.0	9.0
ENSG00000005156.13	LIG3	354.0	862.0
ENSG00000005175.11	RPAP3	1210.0	1672.0
ENSG00000005187.13	ACSM3	62.0	936.0
ENSG00000005189.21	REXO5	2.0	44.0
ENSG00000005194.16	CIAPIN1	477.0	322.0
ENSG00000005206.18	SPPL2B	269.0	429.0
ENSG00000005238.21	ATOSB	353.0	227.0
ENSG00000005243.11	COPZ2	47.0	4.0
ENSG00000005249.15	PRKAR2B	127.0	287.0
ENSG00000005302.19	MSL3	1772.0	4476.0
ENSG00000005339.15	CREBBP	10123.0	17649.0
ENSG00000005379.17	TSPOAP1	686.0	2471.0
ENSG00000005381.9	MPO	7.0	7.0
ENSG00000005421.10	PON1	2.0	0.0
ENSG00000005436.15	GCFC2	416.0	997.0
ENSG00000005448.18	WDR54	686.0	89.0
ENSG00000005469.13	CROT	386.0	465.0
ENSG00000005471.20	ABCB4	155.0	361.0
ENSG00000005483.23	KMT2E	24459.0	41144.0
ENSG00000005486.18	RHBDD2	1233.0	1261.0
ENSG00000005513.11	SOX8	24.0	13.0
ENSG00000005700.16	IBTK	1144.0	1604.0
ENSG00000005801.19	ZNF195	954.0	1571.0
ENSG00000005810.21	MYCBP2	5372.0	24862.0
ENSG00000005812.12	FBXL3	52.0	4569.0
ENSG00000005844.20	ITGAL	2963.0	6639.0
ENSG00000005882.13	PDK2	120.0	109.0
ENSG00000005884.19	ITGA3	46.0	80.0
ENSG00000005889.17	ZFX	3410.0	5854.0
ENSG00000005893.18	LAMP2	1247.0	1739.0
ENSG00000005961.20	ITGA2B	37.0	31.0
ENSG00000005981.14	ASB4	1.0	2.0
ENSG00000006007.13	GDE1	552.0	597.0
ENSG00000006015.19	REX1BD	1927.0	294.0
ENSG00000006016.13	CRLF1	46.0	31.0
ENSG00000006025.14	OSBPL7	522.0	1355.0
ENSG00000006047.14	YBX2	0.0	2.0
ENSG00000006062.19	MAP3K14	1282.0	2946.0
ENSG00000006071.16	ABCC8	2.0	4.0
ENSG00000006116.5	CACNG3	11.0	9.0
ENSG00000006118.15	TMEM132A	15.0	17.0
ENSG00000006125.19	AP2B1	4319.0	5992.0
ENSG00000006194.12	ZNF263	784.0	764.0
ENSG00000006210.7	CX3CL1	0.0	1.0
ENSG00000006282.23	SPATA20	125.0	156.0
ENSG00000006283.18	CACNA1G	4.0	19.0
ENSG00000006327.15	TNFRSF12A	116.0	52.0
ENSG00000006377.11	DLX6	0.0	1.0
ENSG00000006432.17	MAP3K9	337.0	740.0
ENSG00000006451.9	RALA	2372.0	2582.0
ENSG00000006453.15	BAIAP2L1	90.0	73.0
ENSG00000006459.12	KDM7A	3196.0	7610.0
ENSG00000006468.16	ETV1	4.0	6.0
ENSG00000006530.19	AGK	1059.0	2357.0
ENSG00000006534.18	ALDH3B1	10.0	79.0
ENSG00000006555.12	TTC22	88.0	159.0
ENSG00000006576.18	PHTF2	3506.0	5166.0
ENSG00000006606.9	CCL26	1.0	1.0
ENSG00000006607.15	FARP2	1783.0	3423.0
ENSG00000006625.19	GGCT	368.0	36.0
ENSG00000006634.9	DBF4	3079.0	3292.0
ENSG00000006638.14	TBXA2R	22.0	4.0
ENSG00000006652.15	IFRD1	19.0	130.0
ENSG00000006659.13	LGALS14	11.0	1.0
ENSG00000006695.13	COX10	1024.0	1846.0
ENSG00000006704.12	GTF2IRD1	62.0	68.0
ENSG00000006712.16	PAF1	781.0	1437.0
ENSG00000006715.17	VPS41	1537.0	3927.0
ENSG00000006740.19	ARHGAP44	44.0	17.0
ENSG00000006744.20	ELAC2	499.0	896.0
ENSG00000006747.16	SCIN	22.0	28.0
ENSG00000006756.17	ARSD	131.0	143.0
ENSG00000006757.13	PNPLA4	185.0	66.0
ENSG00000006788.14	MYH13	0.0	1.0
ENSG00000006831.11	ADIPOR2	5956.0	9859.0
ENSG00000006837.12	CDKL3	4.0	1.0
ENSG00000007001.15	UPP2	64.0	122.0
ENSG00000007038.12	PRSS21	54.0	9.0
ENSG00000007047.17	MARK4	506.0	706.0
ENSG00000007062.13	PROM1	28.0	10.0
ENSG00000007080.12	CCDC124	898.0	188.0
ENSG00000007129.19	CEACAM21	1104.0	1057.0
ENSG00000007168.16	PAFAH1B1	11220.0	13929.0
ENSG00000007171.20	NOS2	5.0	6.0
ENSG00000007174.18	DNAH9	30.0	21.0
ENSG00000007202.17	BLTP2	708.0	2971.0
ENSG00000007237.20	GAS7	3957.0	6454.0
ENSG00000007255.11	TRAPPC6A	358.0	173.0
ENSG00000007264.16	MATK	1685.0	270.0
ENSG00000007306.16	CEACAM7	1.0	1.0
ENSG00000007312.15	CD79B	31.0	39.0
ENSG00000007314.12	SCN4A	15.0	6.0
ENSG00000007341.20	ST7L	950.0	1148.0
ENSG00000007350.18	TKTL1	107.0	117.0
ENSG00000007372.25	PAX6	5.0	6.0
ENSG00000007376.9	RPUSD1	204.0	52.0
ENSG00000007384.16	RHBDF1	2.0	6.0
ENSG00000007392.18	LUC7L	2628.0	4139.0
ENSG00000007402.13	CACNA2D2	274.0	1408.0
ENSG00000007516.16	BAIAP3	53.0	358.0
ENSG00000007520.5	TSR3	824.0	106.0
ENSG00000007541.18	PIGQ	219.0	83.0
ENSG00000007545.17	CRAMP1	75.0	283.0
ENSG00000007866.22	TEAD3	23.0	13.0
ENSG00000007923.18	DNAJC11	495.0	1129.0
ENSG00000007933.14	FMO3	0.0	1.0
ENSG00000007944.16	MYLIP	6368.0	7961.0
ENSG00000007952.19	NOX1	13.0	7.0
ENSG00000007968.8	E2F2	43.0	42.0
ENSG00000008018.10	PSMB1	4578.0	1516.0
ENSG00000008056.15	SYN1	15.0	10.0
ENSG00000008083.15	JARID2	12756.0	24853.0
ENSG00000008086.13	CDKL5	1169.0	1395.0
ENSG00000008118.11	CAMK1G	0.0	0.0
ENSG00000008128.24	CDK11A	483.0	686.0
ENSG00000008130.16	NADK	453.0	911.0
ENSG00000008197.5	TFAP2D	1.0	2.0
ENSG00000008226.21	DLEC1	190.0	658.0
ENSG00000008256.18	CYTH3	1879.0	3108.0
ENSG00000008277.16	ADAM22	490.0	888.0
ENSG00000008282.11	SYPL1	1941.0	1139.0
ENSG00000008283.17	CYB561	350.0	200.0
ENSG00000008294.23	SPAG9	8343.0	14463.0
ENSG00000008300.17	CELSR3	15.0	54.0
ENSG00000008311.17	AASS	145.0	326.0
ENSG00000008323.17	PLEKHG6	66.0	30.0
ENSG00000008324.13	SS18L2	24.0	490.0
ENSG00000008382.17	MPND	309.0	100.0
ENSG00000008394.14	MGST1	223.0	88.0
ENSG00000008405.13	CRY1	8595.0	10173.0
ENSG00000008438.5	PGLYRP1	1.0	1.0
ENSG00000008441.19	NFIX	174.0	220.0
ENSG00000008513.18	ST3GAL1	3158.0	7456.0
ENSG00000008516.20	MMP25	8.0	52.0
ENSG00000008517.20	IL32	19182.0	2348.0
ENSG00000008710.20	PKD1	169.0	553.0
ENSG00000008735.15	MAPK8IP2	4.0	4.0
ENSG00000008838.22	MED24	299.0	560.0
ENSG00000008853.19	RHOBTB2	31.0	159.0
ENSG00000008869.13	HEATR5B	1688.0	2963.0
ENSG00000008952.18	SEC62	6190.0	4782.0
ENSG00000008988.12	RPS20	80846.0	4956.0
ENSG00000009307.18	CSDE1	7598.0	12494.0
ENSG00000009335.20	UBE3C	3355.0	5350.0
ENSG00000009413.17	REV3L	3350.0	12498.0
ENSG00000009694.14	TENM1	149.0	726.0
ENSG00000009709.14	PAX7	0.0	2.0
ENSG00000009724.19	MASP2	57.0	61.0
ENSG00000009765.16	IYD	0.0	1.0
ENSG00000009780.17	FAM76A	1349.0	1116.0
ENSG00000009790.16	TRAF3IP3	2092.0	4224.0
ENSG00000009830.14	POMT2	85.0	186.0
ENSG00000009844.17	VTA1	2054.0	2790.0
ENSG00000009950.17	MLXIPL	1.0	0.0
ENSG00000009954.11	BAZ1B	2129.0	3077.0
ENSG00000010017.14	RANBP9	3988.0	6395.0
ENSG00000010030.14	ETV7	19.0	20.0
ENSG00000010072.17	SPRTN	1029.0	1063.0
ENSG00000010165.21	METTL13	160.0	301.0
ENSG00000010219.14	DYRK4	46.0	49.0
ENSG00000010244.20	ZNF207	4868.0	6760.0
ENSG00000010256.13	UQCRC1	1033.0	474.0
ENSG00000010270.15	STARD3NL	1236.0	1220.0
ENSG00000010278.16	CD9	7.0	24.0
ENSG00000010292.14	NCAPD2	183.0	634.0
ENSG00000010295.21	IFFO1	281.0	497.0
ENSG00000010310.10	GIPR	148.0	141.0
ENSG00000010318.23	PHF7	223.0	159.0
ENSG00000010319.8	SEMA3G	6.0	32.0
ENSG00000010322.17	NISCH	708.0	1470.0
ENSG00000010327.11	STAB1	70.0	254.0
ENSG00000010361.15	FUZ	360.0	204.0
ENSG00000010379.17	SLC6A13	27.0	57.0
ENSG00000010404.19	IDS	368.0	438.0
ENSG00000010438.17	PRSS3	4.0	14.0
ENSG00000010539.13	ZNF200	313.0	840.0
ENSG00000010610.11	CD4	2429.0	2006.0
ENSG00000010626.16	LRRC23	584.0	739.0
ENSG00000010671.19	BTK	532.0	677.0
ENSG00000010704.20	HFE	2.0	23.0
ENSG00000010803.19	SCMH1	2178.0	3606.0
ENSG00000010810.19	FYN	39188.0	90872.0
ENSG00000010818.12	HIVEP2	10637.0	41376.0
ENSG00000010932.17	FMO1	3.0	1.0
ENSG00000011007.14	ELOA	30.0	1074.0
ENSG00000011009.13	LYPLA2	439.0	231.0
ENSG00000011021.24	CLCN6	622.0	1597.0
ENSG00000011028.14	MRC2	62.0	64.0
ENSG00000011052.21	NME1-NME2	6.0	8.0
ENSG00000011083.9	SLC6A7	0.0	4.0
ENSG00000011105.15	TSPAN9	12508.0	60.0
ENSG00000011114.16	BTBD7	3293.0	3808.0
ENSG00000011132.13	APBA3	236.0	265.0
ENSG00000011143.20	MKS1	64.0	105.0
ENSG00000011198.11	ABHD5	4180.0	6963.0
ENSG00000011201.13	ANOS1	5.0	4.0
ENSG00000011243.20	AKAP8L	873.0	2738.0
ENSG00000011258.17	MBTD1	2174.0	3135.0
ENSG00000011260.15	UTP18	1351.0	1271.0
ENSG00000011275.19	RNF216	4547.0	10433.0
ENSG00000011295.17	TTC19	6361.0	8177.0
ENSG00000011304.23	PTBP1	2179.0	3179.0
ENSG00000011332.23	DPF1	19.0	7.0
ENSG00000011347.11	SYT7	0.0	4.0
ENSG00000011376.13	LARS2	991.0	2546.0
ENSG00000011405.15	PIK3C2A	4093.0	5690.0
ENSG00000011422.13	PLAUR	203.0	6684.0
ENSG00000011426.12	ANLN	88.0	67.0
ENSG00000011451.22	WIZ	153.0	376.0
ENSG00000011454.19	RABGAP1	3091.0	5260.0
ENSG00000011465.19	DCN	1.0	0.0
ENSG00000011478.13	QPCTL	502.0	582.0
ENSG00000011485.16	PPP5C	177.0	488.0
ENSG00000011523.16	CEP68	657.0	1075.0
ENSG00000011566.16	MAP4K3	1588.0	2535.0
ENSG00000011590.15	ZBTB32	35.0	88.0
ENSG00000011600.13	TYROBP	13170.0	850.0
ENSG00000011638.12	LDAF1	296.0	230.0
ENSG00000011677.14	GABRA3	29.0	22.0
ENSG00000012048.27	BRCA1	175.0	260.0
ENSG00000012061.18	ERCC1	5135.0	4140.0
ENSG00000012124.18	CD22	631.0	1175.0
ENSG00000012171.21	SEMA3B	3.0	26.0
ENSG00000012174.13	MBTPS2	104.0	288.0
ENSG00000012211.14	PRICKLE3	68.0	55.0
ENSG00000012223.14	LTF	4.0	5.0
ENSG00000012232.11	EXTL3	720.0	1080.0
ENSG00000012504.16	NR1H4	1.0	4.0
ENSG00000012660.15	ELOVL5	10459.0	31056.0
ENSG00000012779.13	ALOX5	693.0	2226.0
ENSG00000012822.17	CALCOCO1	682.0	1170.0
ENSG00000012963.16	UBR7	225.0	216.0
ENSG00000012983.13	MAP4K5	2280.0	4380.0
ENSG00000013016.17	EHD3	75.0	164.0
ENSG00000013275.9	PSMC4	1217.0	718.0
ENSG00000013288.10	MAN2B2	244.0	1367.0
ENSG00000013293.6	SLC7A14	0.0	8.0
ENSG00000013306.17	SLC25A39	663.0	233.0
ENSG00000013364.20	MVP	1044.0	747.0
ENSG00000013374.18	NUB1	2358.0	2508.0
ENSG00000013375.18	PGM3	434.0	1262.0
ENSG00000013392.9	RWDD2A	58.0	36.0
ENSG00000013441.18	CLK1	7498.0	22283.0
ENSG00000013503.11	POLR3B	543.0	1173.0
ENSG00000013523.13	ANGEL1	222.0	523.0
ENSG00000013561.19	RNF14	264.0	716.0
ENSG00000013563.15	DNASE1L1	13.0	265.0
ENSG00000013573.18	DDX11	51.0	137.0
ENSG00000013583.11	HEBP1	11.0	118.0
ENSG00000013588.11	GPRC5A	46.0	47.0
ENSG00000013619.16	MAMLD1	229.0	516.0
ENSG00000013725.15	CD6	3320.0	8819.0
ENSG00000013810.22	TACC3	875.0	1398.0
ENSG00000014123.11	UFL1	1929.0	2580.0
ENSG00000014138.11	POLA2	2.0	4.0
ENSG00000014164.8	ZC3H3	566.0	1238.0
ENSG00000014216.17	CAPN1	265.0	477.0
ENSG00000014257.17	ACP3	57.0	90.0
ENSG00000014641.22	MDH1	286.0	1314.0
ENSG00000014824.15	SLC30A9	2318.0	3444.0
ENSG00000014914.22	MTMR11	199.0	71.0
ENSG00000014919.14	COX15	15.0	11.0
ENSG00000015133.20	CCDC88C	4307.0	11065.0
ENSG00000015153.16	YAF2	4826.0	5968.0
ENSG00000015171.22	ZMYND11	2276.0	3443.0
ENSG00000015285.13	WAS	874.0	1841.0
ENSG00000015413.11	DPEP1	10.0	0.0
ENSG00000015475.20	BID	2490.0	1553.0
ENSG00000015479.21	MATR3	11147.0	18172.0
ENSG00000015520.16	NPC1L1	2.0	1.0
ENSG00000015532.11	XYLT2	171.0	304.0
ENSG00000015568.14	RGPD5	6.0	172.0
ENSG00000015592.18	STMN4	4.0	3.0
ENSG00000015676.19	NUDCD3	1925.0	2731.0
ENSG00000016082.16	ISL1	2.0	1.0
ENSG00000016391.12	CHDH	8.0	21.0
ENSG00000016402.15	IL20RA	1.0	1.0
ENSG00000016490.17	CLCA1	0.0	2.0
ENSG00000016602.10	CLCA4	0.0	1.0
ENSG00000016864.20	GLT8D1	227.0	283.0
ENSG00000017260.21	ATP2C1	1574.0	4171.0
ENSG00000017427.18	IGF1	11.0	19.0
ENSG00000017483.17	SLC38A5	114.0	48.0
ENSG00000017797.14	RALBP1	2248.0	1225.0
ENSG00000018189.14	RUFY3	1386.0	1984.0
ENSG00000018236.16	CNTN1	13.0	7.0
ENSG00000018280.19	SLC11A1	2424.0	3984.0
ENSG00000018408.16	WWTR1	64.0	96.0
ENSG00000018510.19	AGPS	1762.0	3629.0
ENSG00000018610.16	STEEP1	47.0	528.0
ENSG00000018625.16	ATP1A2	1.0	2.0
ENSG00000018699.14	TTC27	1344.0	2382.0
ENSG00000018869.19	ZNF582	53.0	112.0
ENSG00000019102.13	VSIG2	48.0	6.0
ENSG00000019144.21	PHLDB1	238.0	545.0
ENSG00000019169.12	MARCO	143.0	42.0
ENSG00000019186.11	CYP24A1	0.0	0.0
ENSG00000019485.15	PRDM11	395.0	1335.0
ENSG00000019505.8	SYT13	7.0	3.0
ENSG00000019582.18	CD74	31848.0	17186.0
ENSG00000019991.18	HGF	14.0	44.0
ENSG00000019995.6	ZRANB1	2508.0	4577.0
ENSG00000020129.17	NCDN	74.0	186.0
ENSG00000020181.19	ADGRA2	77.0	35.0
ENSG00000020219.9	CCT8L1P	1.0	0.0
ENSG00000020256.21	ZFP64	185.0	383.0
ENSG00000020426.12	MNAT1	2653.0	3314.0
ENSG00000020577.15	SAMD4A	1422.0	3679.0
ENSG00000020633.19	RUNX3	8889.0	12211.0
ENSG00000020922.14	MRE11	1137.0	3014.0
ENSG00000021300.14	PLEKHB1	244.0	124.0
ENSG00000021355.14	SERPINB1	3633.0	2256.0
ENSG00000021461.19	CYP3A43	5.0	8.0
ENSG00000021488.14	SLC7A9	9.0	9.0
ENSG00000021574.16	SPAST	1801.0	1839.0
ENSG00000021645.20	NRXN3	48.0	51.0
ENSG00000021762.21	OSBPL5	641.0	1338.0
ENSG00000021776.12	AQR	3048.0	6203.0
ENSG00000021826.19	CPS1	7.0	37.0
ENSG00000021852.15	C8B	0.0	0.0
ENSG00000022267.20	FHL1	239.0	259.0
ENSG00000022277.14	RTF2	1017.0	3590.0
ENSG00000022355.19	GABRA1	0.0	1.0
ENSG00000022556.17	NLRP2	177.0	229.0
ENSG00000022567.11	SLC45A4	1575.0	6026.0
ENSG00000022840.17	RNF10	3582.0	4615.0
ENSG00000022976.17	ZNF839	178.0	537.0
ENSG00000023041.13	ZDHHC6	1016.0	1523.0
ENSG00000023171.21	GRAMD1B	964.0	1812.0
ENSG00000023191.18	RNH1	2445.0	418.0
ENSG00000023228.16	NDUFS1	1149.0	1400.0
ENSG00000023287.14	RB1CC1	6984.0	13371.0
ENSG00000023318.10	ERP44	3821.0	4998.0
ENSG00000023330.16	ALAS1	353.0	833.0
ENSG00000023445.18	BIRC3	2466.0	19379.0
ENSG00000023516.10	AKAP11	861.0	2625.0
ENSG00000023572.10	GLRX2	476.0	213.0
ENSG00000023608.6	SNAPC1	1495.0	1820.0
ENSG00000023697.14	DERA	903.0	1227.0
ENSG00000023734.12	STRAP	4345.0	3073.0
ENSG00000023839.12	ABCC2	31.0	139.0
ENSG00000023892.13	DEF6	1991.0	2064.0
ENSG00000023902.14	PLEKHO1	595.0	1146.0
ENSG00000023909.11	GCLM	175.0	740.0
ENSG00000024048.12	UBR2	3246.0	4980.0
ENSG00000024526.18	DEPDC1	8.0	7.0
ENSG00000024862.19	CCDC28A	1138.0	751.0
ENSG00000025039.16	RRAGD	181.0	69.0
ENSG00000025156.14	HSF2	986.0	951.0
ENSG00000025293.18	PHF20	14368.0	12783.0
ENSG00000025423.12	HSD17B6	14.0	21.0
ENSG00000025434.20	NR1H3	84.0	29.0
ENSG00000025708.15	TYMP	4651.0	1672.0
ENSG00000025770.20	NCAPH2	509.0	666.0
ENSG00000025772.9	TOMM34	47.0	719.0
ENSG00000025796.15	SEC63	2338.0	4222.0
ENSG00000025800.14	KPNA6	1472.0	2119.0
ENSG00000026025.17	VIM	36704.0	16362.0
ENSG00000026036.23	RTEL1-TNFRSF6B	0.0	1.0
ENSG00000026103.25	FAS	704.0	1606.0
ENSG00000026297.18	RNASET2	2188.0	545.0
ENSG00000026508.22	CD44	35536.0	76818.0
ENSG00000026559.15	KCNG1	4.0	14.0
ENSG00000026652.16	AGPAT4	10565.0	27834.0
ENSG00000026751.18	SLAMF7	102.0	986.0
ENSG00000026950.19	BTN3A1	365.0	741.0
ENSG00000027001.11	MIPEP	562.0	1338.0
ENSG00000027075.18	PRKCH	13694.0	28580.0
ENSG00000027644.5	INSRR	0.0	3.0
ENSG00000027697.17	IFNGR1	1838.0	3231.0
ENSG00000027847.15	B4GALT7	303.0	205.0
ENSG00000027869.14	SH2D2A	1011.0	2291.0
ENSG00000028116.19	VRK2	2075.0	4591.0
ENSG00000028137.20	TNFRSF1B	5982.0	10265.0
ENSG00000028203.20	VEZT	3108.0	3677.0
ENSG00000028277.23	POU2F2	3994.0	3235.0
ENSG00000028310.19	BRD9	1532.0	2572.0
ENSG00000028528.16	SNX1	2852.0	4969.0
ENSG00000028839.10	TBPL1	902.0	605.0
ENSG00000029153.16	BMAL2	34.0	164.0
ENSG00000029363.18	BCLAF1	6706.0	20142.0
ENSG00000029364.13	SLC39A9	1404.0	1979.0
ENSG00000029534.22	ANK1	155.0	265.0
ENSG00000029639.12	TFB1M	523.0	818.0
ENSG00000029725.18	RABEP1	4527.0	6971.0
ENSG00000029993.16	HMGB3	148.0	52.0
ENSG00000030066.15	NUP160	1894.0	3158.0
ENSG00000030110.15	BAK1	10.0	258.0
ENSG00000030304.15	MUSK	59.0	14.0
ENSG00000030419.18	IKZF2	739.0	1481.0
ENSG00000030582.20	GRN	1951.0	585.0
ENSG00000031003.12	FAM13B	4395.0	7577.0
ENSG00000031081.12	ARHGAP31	1487.0	4290.0
ENSG00000031691.8	CENPQ	167.0	165.0
ENSG00000031698.14	SARS1	1575.0	1390.0
ENSG00000031823.15	RANBP3	1145.0	3362.0
ENSG00000032219.20	ARID4A	3278.0	8660.0
ENSG00000032389.14	EIPR1	968.0	2095.0
ENSG00000032444.17	PNPLA6	443.0	668.0
ENSG00000032742.19	IFT88	655.0	1020.0
ENSG00000033011.15	ALG1	55.0	143.0
ENSG00000033030.17	ZCCHC8	1736.0	2488.0
ENSG00000033050.10	ABCF2	8.0	18.0
ENSG00000033100.17	CHPF2	261.0	271.0
ENSG00000033122.22	LRRC7	119.0	193.0
ENSG00000033170.18	FUT8	3632.0	6948.0
ENSG00000033178.14	UBA6	3060.0	5529.0
ENSG00000033327.13	GAB2	1374.0	7335.0
ENSG00000033627.19	ATP6V0A1	452.0	829.0
ENSG00000033800.15	PIAS1	9159.0	17811.0
ENSG00000033867.19	SLC4A7	4947.0	10699.0
ENSG00000034053.16	APBA2	2271.0	7046.0
ENSG00000034152.21	MAP2K3	2081.0	3639.0
ENSG00000034239.12	CLXN	0.0	2.0
ENSG00000034510.7	TMSB10	34614.0	5566.0
ENSG00000034533.13	ASTE1	1501.0	1718.0
ENSG00000034677.14	RNF19A	9402.0	15608.0
ENSG00000034693.16	PEX3	828.0	1472.0
ENSG00000034713.8	GABARAPL2	224.0	676.0
ENSG00000034971.18	MYOC	7.0	0.0
ENSG00000035115.23	SH3YL1	2271.0	1471.0
ENSG00000035141.11	FAM136A	683.0	286.0
ENSG00000035403.19	VCL	2630.0	3947.0
ENSG00000035499.14	DEPDC1B	155.0	275.0
ENSG00000035664.12	DAPK2	176.0	307.0
ENSG00000035681.11	NSMAF	2688.0	3736.0
ENSG00000035687.10	ADSS2	3676.0	9415.0
ENSG00000035720.9	STAP1	1085.0	1610.0
ENSG00000035862.14	TIMP2	825.0	1572.0
ENSG00000035928.18	RFC1	3050.0	3095.0
ENSG00000036054.14	TBC1D23	2236.0	4431.0
ENSG00000036257.15	CUL3	9850.0	16172.0
ENSG00000036448.11	MYOM2	2229.0	1379.0
ENSG00000036530.10	CYP46A1	19.0	24.0
ENSG00000036549.14	ZZZ3	3635.0	5046.0
ENSG00000036565.16	SLC18A1	0.0	1.0
ENSG00000036672.17	USP2	23.0	140.0
ENSG00000036828.18	CASR	8.0	17.0
ENSG00000037042.10	TUBG2	57.0	83.0
ENSG00000037241.8	RPL26L1	562.0	80.0
ENSG00000037280.17	FLT4	7.0	54.0
ENSG00000037474.16	NSUN2	546.0	2872.0
ENSG00000037637.12	FBXO42	2696.0	2470.0
ENSG00000037749.14	MFAP3	525.0	800.0
ENSG00000037757.15	MRI1	222.0	259.0
ENSG00000037897.18	METTL1	20.0	84.0
ENSG00000038002.10	AGA	537.0	297.0
ENSG00000038210.15	PI4K2B	679.0	1088.0
ENSG00000038219.14	BOD1L1	4871.0	7350.0
ENSG00000038274.19	MAT2B	1661.0	1301.0
ENSG00000038295.8	TLL1	3.0	5.0
ENSG00000038358.16	EDC4	49.0	634.0
ENSG00000038382.23	TRIO	2947.0	7468.0
ENSG00000038427.16	VCAN	2071.0	10461.0
ENSG00000038532.18	CLEC16A	2809.0	5608.0
ENSG00000038945.16	MSR1	270.0	513.0
ENSG00000039068.21	CDH1	42.0	44.0
ENSG00000039123.17	MTREX	2261.0	7786.0
ENSG00000039139.11	DNAH5	3.0	21.0
ENSG00000039319.18	ZFYVE16	525.0	4570.0
ENSG00000039523.21	RIPOR1	15.0	798.0
ENSG00000039537.17	C6	1.0	2.0
ENSG00000039560.15	RAI14	16.0	39.0
ENSG00000039600.12	SOX30	22.0	6.0
ENSG00000039650.13	PNKP	1171.0	943.0
ENSG00000039987.8	BEST2	2.0	1.0
ENSG00000040199.19	PHLPP2	471.0	1366.0
